country or territory,who_region,time,response,mean,standard_dev,95%HPDlow,95%HPDhigh,
Panama,AMR,2020.000,neither,35.75,15.78,7.51,62.91,
Paraguay,AMR,2015.833,neither,43.28,20.44,0.87,77.51,
Paraguay,AMR,2016.333,neither,42.46,18.73,9.29,77.96,
Paraguay,AMR,2018.250,neither,49.16,18.58,19.01,86.28,
Paraguay,AMR,2018.333,neither,47.73,17.06,20.31,81.42,
Paraguay,AMR,2018.417,neither,48.71,15.22,21.04,78.56,
Paraguay,AMR,2018.500,neither,48.39,13.62,24.90,76.06,
Paraguay,AMR,2018.583,neither,47.62,11.92,27.61,71.88,
Paraguay,AMR,2018.667,neither,44.64,8.88,28.62,63.00,
Paraguay,AMR,2018.750,neither,42.82,7.30,28.08,55.67,
Paraguay,AMR,2018.833,neither,41.50,1.61,38.50,44.61,
Paraguay,AMR,2018.917,neither,41.57,6.56,30.08,55.78,
Paraguay,AMR,2019.250,neither,39.89,13.39,16.36,64.57,
Paraguay,AMR,2019.583,neither,39.34,16.52,8.50,67.51,
Paraguay,AMR,2019.750,neither,38.62,17.21,8.06,69.65,
Paraguay,AMR,2019.833,neither,38.66,17.27,6.58,69.05,
Paraguay,AMR,2019.917,neither,38.17,17.00,9.22,69.79,
Paraguay,AMR,2020.000,neither,37.12,17.49,7.67,70.53,
Peru,AMR,2015.833,neither,39.24,1.54,36.46,42.30,
Peru,AMR,2016.333,neither,43.23,13.61,19.79,72.74,
Peru,AMR,2018.250,neither,56.50,9.18,40.07,72.54,
Peru,AMR,2018.333,neither,54.55,7.12,41.72,67.03,
Peru,AMR,2018.417,neither,56.00,1.65,52.82,59.20,
Peru,AMR,2018.500,neither,54.50,6.46,42.47,67.42,
Peru,AMR,2018.583,neither,54.17,8.16,38.33,70.12,
Peru,AMR,2018.667,neither,49.60,9.04,33.64,68.47,
Peru,AMR,2018.750,neither,48.85,11.38,27.05,70.64,
Peru,AMR,2018.833,neither,46.83,11.45,22.43,66.77,
Peru,AMR,2018.917,neither,47.29,12.29,20.85,68.58,
Peru,AMR,2019.250,neither,49.00,10.72,25.49,67.78,
Peru,AMR,2019.583,neither,51.31,9.57,32.75,70.48,
Peru,AMR,2019.750,neither,49.06,7.18,35.96,62.69,
Peru,AMR,2019.833,neither,49.42,1.56,46.69,52.58,
Peru,AMR,2019.917,neither,47.21,7.99,33.81,63.33,
Peru,AMR,2020.000,neither,46.25,9.94,26.07,63.94,
Uruguay,AMR,2015.833,neither,45.62,22.10,11.97,89.84,
Uruguay,AMR,2016.333,neither,51.06,21.99,11.39,91.56,
Uruguay,AMR,2018.250,neither,49.70,20.11,19.58,90.28,
Uruguay,AMR,2018.333,neither,46.98,18.63,19.40,86.95,
Uruguay,AMR,2018.417,neither,47.68,16.98,20.10,82.71,
Uruguay,AMR,2018.500,neither,47.16,14.83,21.86,76.58,
Uruguay,AMR,2018.583,neither,47.53,12.44,23.47,71.09,
Uruguay,AMR,2018.667,neither,45.21,9.61,25.97,61.18,
Uruguay,AMR,2018.750,neither,44.31,8.03,29.26,60.86,
Uruguay,AMR,2018.833,neither,44.71,1.57,41.75,47.79,
Uruguay,AMR,2018.917,neither,46.08,7.28,31.84,59.76,
Uruguay,AMR,2019.250,neither,46.56,16.09,14.57,73.22,
Uruguay,AMR,2019.583,neither,41.07,18.42,6.27,72.61,
Uruguay,AMR,2019.750,neither,38.03,17.70,7.15,69.60,
Uruguay,AMR,2019.833,neither,38.63,17.13,6.62,68.57,
Uruguay,AMR,2019.917,neither,37.75,17.04,5.46,68.16,
Uruguay,AMR,2020.000,neither,38.26,17.17,8.47,69.93,
USA,AMR,2015.833,neither,39.85,1.51,36.86,42.70,
USA,AMR,2016.333,neither,35.98,12.85,15.41,61.44,
USA,AMR,2018.250,neither,36.09,9.29,18.26,53.88,
USA,AMR,2018.333,neither,33.86,8.74,17.62,50.75,
USA,AMR,2018.417,neither,37.01,7.29,23.43,50.51,
USA,AMR,2018.500,neither,37.47,6.73,24.89,50.78,
USA,AMR,2018.583,neither,38.17,1.57,35.41,41.37,
USA,AMR,2018.667,neither,36.26,6.85,23.73,49.69,
USA,AMR,2018.750,neither,34.72,7.49,18.39,49.42,
USA,AMR,2018.833,neither,34.54,10.54,15.01,57.97,
USA,AMR,2018.917,neither,34.74,10.14,19.27,59.20,
USA,AMR,2019.250,neither,31.94,11.79,10.60,57.37,
USA,AMR,2019.583,neither,31.40,9.20,12.69,50.33,
USA,AMR,2019.750,neither,31.24,6.35,20.17,43.83,
USA,AMR,2019.833,neither,31.49,1.43,28.64,33.95,
USA,AMR,2019.917,neither,32.59,5.92,19.09,43.34,
USA,AMR,2020.000,neither,33.60,8.13,18.45,51.19,
Venezuela,AMR,2015.833,neither,21.57,15.00,1.39,53.14,
Venezuela,AMR,2016.333,neither,20.49,16.09,0.86,57.01,
Venezuela,AMR,2018.250,neither,26.31,13.55,2.12,53.05,
Venezuela,AMR,2018.333,neither,24.19,12.61,3.38,50.59,
Venezuela,AMR,2018.417,neither,24.57,11.57,4.32,47.72,
Venezuela,AMR,2018.500,neither,22.93,8.97,7.20,41.54,
Venezuela,AMR,2018.583,neither,22.66,7.58,8.14,36.99,
Venezuela,AMR,2018.667,neither,20.65,5.55,10.84,31.25,
Venezuela,AMR,2018.750,neither,19.78,4.66,11.50,29.21,
Venezuela,AMR,2018.833,neither,18.67,1.29,15.98,21.06,
Venezuela,AMR,2018.917,neither,19.73,4.88,10.64,29.05,
Venezuela,AMR,2019.250,neither,22.68,8.56,8.67,39.64,
Venezuela,AMR,2019.583,neither,27.38,13.52,4.66,52.70,
Venezuela,AMR,2019.750,neither,27.71,13.44,5.67,54.47,
Venezuela,AMR,2019.833,neither,29.08,14.08,5.58,57.35,
Venezuela,AMR,2019.917,neither,29.33,14.35,4.64,55.34,
Venezuela,AMR,2020.000,neither,29.66,14.79,4.39,58.28,
Afghanistan,EMR,2015.833,neither,31.68,1.02,29.82,33.87,
Afghanistan,EMR,2016.333,neither,25.71,10.53,6.81,46.95,
Afghanistan,EMR,2018.250,neither,22.35,7.88,7.27,37.52,
Afghanistan,EMR,2018.333,neither,22.57,6.40,11.36,35.09,
Afghanistan,EMR,2018.417,neither,21.94,5.36,11.39,31.67,
Afghanistan,EMR,2018.500,neither,21.00,1.31,18.58,23.57,
Afghanistan,EMR,2018.583,neither,22.00,5.33,11.78,32.30,
Afghanistan,EMR,2018.667,neither,24.39,6.84,12.05,36.29,
Afghanistan,EMR,2018.750,neither,26.34,7.64,12.67,40.95,
Afghanistan,EMR,2018.833,neither,28.16,8.50,10.66,43.83,
Afghanistan,EMR,2018.917,neither,29.95,9.37,9.87,44.70,
Afghanistan,EMR,2019.250,neither,34.10,10.89,15.47,54.39,
Afghanistan,EMR,2019.583,neither,36.77,9.79,18.78,56.89,
Afghanistan,EMR,2019.750,neither,37.92,7.07,24.03,51.81,
Afghanistan,EMR,2019.833,neither,36.92,5.81,26.35,47.87,
Afghanistan,EMR,2019.917,neither,37.86,1.24,35.52,40.23,
Afghanistan,EMR,2020.000,neither,38.03,6.07,25.14,49.54,
Egypt,EMR,2015.833,neither,24.62,15.46,1.56,52.86,
Egypt,EMR,2016.333,neither,26.66,15.77,2.39,58.95,
Egypt,EMR,2018.250,neither,18.87,10.06,4.68,41.16,
Egypt,EMR,2018.333,neither,18.34,8.34,4.60,34.53,
Egypt,EMR,2018.417,neither,16.31,5.34,5.74,26.54,
Egypt,EMR,2018.500,neither,15.34,4.09,7.23,22.88,
Egypt,EMR,2018.583,neither,13.65,1.12,11.52,15.59,
Egypt,EMR,2018.667,neither,15.46,4.66,6.48,23.88,
Egypt,EMR,2018.750,neither,16.19,6.15,6.09,29.11,
Egypt,EMR,2018.833,neither,17.10,7.20,5.30,33.20,
Egypt,EMR,2018.917,neither,19.30,9.50,5.10,39.22,
Egypt,EMR,2019.250,neither,24.34,14.63,2.62,55.95,
Egypt,EMR,2019.583,neither,25.33,16.03,4.30,59.23,
Egypt,EMR,2019.750,neither,24.87,15.01,1.93,53.12,
Egypt,EMR,2019.833,neither,24.35,15.12,1.63,54.16,
Egypt,EMR,2019.917,neither,24.93,15.08,2.60,57.67,
Egypt,EMR,2020.000,neither,25.19,15.44,0.75,55.74,
Iran,EMR,2015.833,neither,46.06,1.89,42.27,49.60,
Iran,EMR,2016.333,neither,42.73,17.86,10.48,73.56,
Iran,EMR,2018.250,neither,36.64,7.01,23.31,49.70,
Iran,EMR,2018.333,neither,36.29,1.57,32.93,39.16,
Iran,EMR,2018.417,neither,35.48,7.49,21.99,51.97,
Iran,EMR,2018.500,neither,35.07,8.19,22.00,53.99,
Iran,EMR,2018.583,neither,33.76,10.21,16.40,54.71,
Iran,EMR,2018.667,neither,35.08,11.69,14.88,58.83,
Iran,EMR,2018.750,neither,35.28,13.47,9.46,60.20,
Iran,EMR,2018.833,neither,36.42,15.00,10.34,64.39,
Iran,EMR,2018.917,neither,37.59,16.31,8.84,65.62,
Iran,EMR,2019.250,neither,36.38,17.16,5.52,68.16,
Iran,EMR,2019.583,neither,36.72,16.73,7.46,67.62,
Iran,EMR,2019.750,neither,37.87,17.16,7.81,68.74,
Iran,EMR,2019.833,neither,37.17,17.74,6.39,68.61,
Iran,EMR,2019.917,neither,37.95,17.79,7.07,69.41,
Iran,EMR,2020.000,neither,38.86,18.45,7.47,73.34,
Iraq,EMR,2015.833,neither,29.49,14.67,5.82,56.78,
Iraq,EMR,2016.333,neither,29.45,14.82,4.47,59.35,
Iraq,EMR,2018.250,neither,35.29,16.38,7.92,64.08,
Iraq,EMR,2018.333,neither,35.58,15.31,11.22,64.07,
Iraq,EMR,2018.417,neither,32.94,14.15,9.48,61.80,
Iraq,EMR,2018.500,neither,30.75,11.54,11.79,54.49,
Iraq,EMR,2018.583,neither,28.49,10.54,11.30,51.15,
Iraq,EMR,2018.667,neither,28.45,9.22,12.80,46.26,
Iraq,EMR,2018.750,neither,27.30,6.96,15.09,40.50,
Iraq,EMR,2018.833,neither,26.05,5.54,16.95,37.70,
Iraq,EMR,2018.917,neither,26.33,1.55,23.27,29.27,
Iraq,EMR,2019.250,neither,22.03,8.41,7.06,37.36,
Iraq,EMR,2019.583,neither,20.99,7.68,7.18,34.94,
Iraq,EMR,2019.750,neither,21.76,5.84,11.35,32.32,
Iraq,EMR,2019.833,neither,20.24,1.24,18.10,22.72,
Iraq,EMR,2019.917,neither,23.03,5.11,13.64,32.49,
Iraq,EMR,2020.000,neither,23.69,6.63,12.81,37.00,
Jordan,EMR,2015.833,neither,25.74,17.89,0.32,62.23,
Jordan,EMR,2016.333,neither,25.16,15.99,2.17,56.50,
Jordan,EMR,2018.250,neither,27.87,13.44,3.80,51.12,
Jordan,EMR,2018.333,neither,27.84,12.11,6.17,49.34,
Jordan,EMR,2018.417,neither,26.86,9.75,6.88,44.55,
Jordan,EMR,2018.500,neither,26.11,7.60,10.27,40.45,
Jordan,EMR,2018.583,neither,24.46,5.98,13.03,35.52,
Jordan,EMR,2018.667,neither,25.48,1.41,22.52,27.99,
Jordan,EMR,2018.750,neither,25.29,6.84,12.06,37.78,
Jordan,EMR,2018.833,neither,26.10,10.04,10.83,48.21,
Jordan,EMR,2018.917,neither,27.14,11.45,7.84,49.00,
Jordan,EMR,2019.250,neither,27.85,16.80,2.26,59.33,
Jordan,EMR,2019.583,neither,28.21,18.07,1.54,65.54,
Jordan,EMR,2019.750,neither,27.74,18.75,1.78,64.84,
Jordan,EMR,2019.833,neither,26.03,17.51,2.54,60.64,
Jordan,EMR,2019.917,neither,26.66,17.65,1.82,61.39,
Jordan,EMR,2020.000,neither,26.11,17.69,1.49,60.62,
Kuwait,EMR,2015.833,neither,38.17,21.22,2.97,81.05,
Kuwait,EMR,2016.333,neither,40.90,19.64,3.84,76.99,
Kuwait,EMR,2018.250,neither,32.16,15.49,7.59,65.52,
Kuwait,EMR,2018.333,neither,33.12,15.17,6.55,64.47,
Kuwait,EMR,2018.417,neither,32.24,13.23,7.58,58.85,
Kuwait,EMR,2018.500,neither,32.32,13.03,9.10,59.52,
Kuwait,EMR,2018.583,neither,31.42,11.23,8.67,52.88,
Kuwait,EMR,2018.667,neither,31.57,10.59,10.83,51.91,
Kuwait,EMR,2018.750,neither,31.19,8.48,15.99,49.11,
Kuwait,EMR,2018.833,neither,30.72,6.95,16.32,43.00,
Kuwait,EMR,2018.917,neither,29.94,1.58,26.84,32.71,
Kuwait,EMR,2019.250,neither,28.37,10.58,10.40,49.94,
Kuwait,EMR,2019.583,neither,27.85,14.63,3.24,56.15,
Kuwait,EMR,2019.750,neither,28.07,17.67,1.45,64.62,
Kuwait,EMR,2019.833,neither,26.90,18.73,1.81,66.36,
Kuwait,EMR,2019.917,neither,27.75,20.02,0.93,71.96,
Kuwait,EMR,2020.000,neither,28.13,20.96,1.20,71.06,
Lebanon,EMR,2015.833,neither,24.24,1.35,21.58,26.76,
Lebanon,EMR,2016.333,neither,24.04,10.46,7.84,46.12,
Lebanon,EMR,2018.250,neither,33.88,12.74,10.09,61.01,
Lebanon,EMR,2018.333,neither,34.13,10.11,16.30,55.93,
Lebanon,EMR,2018.417,neither,31.94,7.10,18.77,45.60,
Lebanon,EMR,2018.500,neither,31.08,1.41,28.43,33.85,
Lebanon,EMR,2018.583,neither,28.91,6.26,17.05,40.49,
Lebanon,EMR,2018.667,neither,29.95,9.01,13.68,47.80,
Lebanon,EMR,2018.750,neither,30.22,10.93,9.26,51.10,
Lebanon,EMR,2018.833,neither,30.04,12.95,7.14,54.09,
Lebanon,EMR,2018.917,neither,30.85,14.04,5.40,55.20,
Lebanon,EMR,2019.250,neither,30.96,16.57,3.43,60.84,
Lebanon,EMR,2019.583,neither,30.98,19.83,3.85,74.65,
Lebanon,EMR,2019.750,neither,31.04,21.44,4.48,80.89,
Lebanon,EMR,2019.833,neither,29.63,21.46,4.89,82.64,
Lebanon,EMR,2019.917,neither,30.19,21.66,3.82,77.60,
Lebanon,EMR,2020.000,neither,30.10,21.68,3.30,76.61,
Libya,EMR,2015.833,neither,33.84,19.90,5.19,68.56,
Libya,EMR,2016.333,neither,34.54,19.49,4.31,73.41,
Libya,EMR,2018.250,neither,42.81,7.33,28.74,56.44,
Libya,EMR,2018.333,neither,44.23,1.72,40.92,47.52,
Libya,EMR,2018.417,neither,44.80,8.25,29.13,60.83,
Libya,EMR,2018.500,neither,44.08,9.86,27.04,61.83,
Libya,EMR,2018.583,neither,43.06,13.14,20.83,69.91,
Libya,EMR,2018.667,neither,44.71,15.45,21.15,78.65,
Libya,EMR,2018.750,neither,44.88,17.33,16.29,77.83,
Libya,EMR,2018.833,neither,44.26,19.20,12.82,81.53,
Libya,EMR,2018.917,neither,45.10,19.49,11.97,82.17,
Libya,EMR,2019.250,neither,41.28,21.49,7.88,81.15,
Libya,EMR,2019.583,neither,37.72,21.05,4.79,78.53,
Libya,EMR,2019.750,neither,36.89,21.46,4.04,79.15,
Libya,EMR,2019.833,neither,35.44,21.73,3.87,80.95,
Libya,EMR,2019.917,neither,36.32,22.45,3.52,82.67,
Libya,EMR,2020.000,neither,36.06,22.66,2.88,84.67,
Morocco,EMR,2015.833,neither,89.10,0.99,87.25,91.14,
Morocco,EMR,2016.333,neither,76.39,13.02,48.39,94.81,
Morocco,EMR,2018.250,neither,41.36,10.01,22.82,61.02,
Morocco,EMR,2018.333,neither,40.47,9.24,22.59,59.17,
Morocco,EMR,2018.417,neither,37.83,7.86,22.46,53.35,
Morocco,EMR,2018.500,neither,35.60,6.71,21.78,47.15,
Morocco,EMR,2018.583,neither,32.10,1.56,29.07,35.08,
Morocco,EMR,2018.667,neither,34.15,7.43,20.84,48.86,
Morocco,EMR,2018.750,neither,33.95,8.57,17.22,49.45,
Morocco,EMR,2018.833,neither,34.48,10.81,15.77,55.02,
Morocco,EMR,2018.917,neither,35.40,12.09,10.48,55.40,
Morocco,EMR,2019.250,neither,41.73,17.04,7.23,70.36,
Morocco,EMR,2019.583,neither,52.39,17.11,21.66,81.16,
Morocco,EMR,2019.750,neither,57.60,15.95,27.37,87.00,
Morocco,EMR,2019.833,neither,57.67,15.25,29.67,86.39,
Morocco,EMR,2019.917,neither,59.14,15.34,30.85,87.84,
Morocco,EMR,2020.000,neither,59.34,15.82,27.01,87.29,
Pakistan,EMR,2015.833,neither,34.22,1.48,31.23,37.23,
Pakistan,EMR,2016.333,neither,29.87,14.37,7.37,62.16,
Pakistan,EMR,2018.250,neither,31.17,11.05,14.10,56.10,
Pakistan,EMR,2018.333,neither,31.87,8.84,15.86,50.24,
Pakistan,EMR,2018.417,neither,30.52,6.83,17.35,43.50,
Pakistan,EMR,2018.500,neither,29.69,5.88,18.31,41.35,
Pakistan,EMR,2018.583,neither,28.52,1.67,25.28,31.85,
Pakistan,EMR,2018.667,neither,29.89,6.28,17.48,41.74,
Pakistan,EMR,2018.750,neither,31.56,7.71,16.11,46.63,
Pakistan,EMR,2018.833,neither,32.19,10.05,13.85,52.44,
Pakistan,EMR,2018.917,neither,33.98,11.07,15.53,58.13,
Pakistan,EMR,2019.250,neither,36.76,14.08,10.43,62.20,
Pakistan,EMR,2019.583,neither,39.54,10.96,17.60,61.45,
Pakistan,EMR,2019.750,neither,41.56,7.20,28.49,55.69,
Pakistan,EMR,2019.833,neither,40.88,6.44,29.28,53.73,
Pakistan,EMR,2019.917,neither,40.39,1.55,37.04,43.04,
Pakistan,EMR,2020.000,neither,40.79,6.74,27.68,54.33,
Palestine,EMR,2015.833,neither,33.05,1.45,30.19,35.75,
Palestine,EMR,2016.333,neither,27.51,11.34,6.76,48.79,
Palestine,EMR,2018.250,neither,23.94,8.12,9.83,39.15,
Palestine,EMR,2018.333,neither,23.40,6.65,12.31,36.18,
Palestine,EMR,2018.417,neither,21.45,5.52,11.67,32.82,
Palestine,EMR,2018.500,neither,20.03,4.45,11.50,28.37,
Palestine,EMR,2018.583,neither,17.64,1.17,15.48,20.06,
Palestine,EMR,2018.667,neither,18.18,4.41,9.56,26.30,
Palestine,EMR,2018.750,neither,18.04,5.61,7.65,29.65,
Palestine,EMR,2018.833,neither,18.76,7.39,7.97,36.70,
Palestine,EMR,2018.917,neither,19.53,9.02,5.19,37.79,
Palestine,EMR,2019.250,neither,21.63,14.26,0.77,49.35,
Palestine,EMR,2019.583,neither,22.83,15.22,0.70,53.97,
Palestine,EMR,2019.750,neither,24.48,15.94,1.46,53.93,
Palestine,EMR,2019.833,neither,24.65,16.26,1.13,57.51,
Palestine,EMR,2019.917,neither,26.10,16.48,2.15,59.60,
Palestine,EMR,2020.000,neither,26.94,16.48,2.58,59.89,
Saudi Arabia,EMR,2015.833,neither,29.93,1.94,25.98,33.75,
Saudi Arabia,EMR,2016.333,neither,33.75,14.37,8.70,62.35,
Saudi Arabia,EMR,2018.250,neither,29.82,6.50,18.00,42.09,
Saudi Arabia,EMR,2018.333,neither,31.43,1.52,28.59,34.36,
Saudi Arabia,EMR,2018.417,neither,32.48,5.94,20.55,43.56,
Saudi Arabia,EMR,2018.500,neither,33.12,7.40,20.08,47.83,
Saudi Arabia,EMR,2018.583,neither,34.18,9.96,17.12,53.67,
Saudi Arabia,EMR,2018.667,neither,36.72,11.92,17.34,60.05,
Saudi Arabia,EMR,2018.750,neither,37.34,13.75,10.38,61.85,
Saudi Arabia,EMR,2018.833,neither,38.68,14.01,13.28,63.44,
Saudi Arabia,EMR,2018.917,neither,39.86,15.33,11.63,65.21,
Saudi Arabia,EMR,2019.250,neither,34.89,16.20,10.12,69.49,
Saudi Arabia,EMR,2019.583,neither,31.78,17.24,3.76,65.00,
Saudi Arabia,EMR,2019.750,neither,30.77,17.18,3.04,60.59,
Saudi Arabia,EMR,2019.833,neither,29.12,17.13,4.49,64.20,
Saudi Arabia,EMR,2019.917,neither,30.18,17.38,3.53,63.69,
Saudi Arabia,EMR,2020.000,neither,30.49,17.99,1.87,65.15,
Syria,EMR,2015.833,neither,26.76,20.28,1.28,73.19,
Syria,EMR,2016.333,neither,28.39,20.71,2.01,75.41,
Syria,EMR,2018.250,neither,21.05,13.51,1.01,48.47,
Syria,EMR,2018.333,neither,21.50,12.65,2.37,47.04,
Syria,EMR,2018.417,neither,21.23,12.30,1.87,45.34,
Syria,EMR,2018.500,neither,21.10,11.96,2.26,44.34,
Syria,EMR,2018.583,neither,20.44,11.60,3.00,43.69,
Syria,EMR,2018.667,neither,22.14,12.96,3.28,47.32,
Syria,EMR,2018.750,neither,23.35,14.30,2.91,52.50,
Syria,EMR,2018.833,neither,24.18,15.53,2.40,57.48,
Syria,EMR,2018.917,neither,25.33,16.31,2.50,60.46,
Syria,EMR,2019.250,neither,24.20,15.41,0.87,56.08,
Syria,EMR,2019.583,neither,19.46,9.68,3.70,38.85,
Syria,EMR,2019.750,neither,18.27,6.19,8.78,31.29,
Syria,EMR,2019.833,neither,17.47,4.77,8.96,27.30,
Syria,EMR,2019.917,neither,17.52,1.40,14.73,20.25,
Syria,EMR,2020.000,neither,18.80,4.28,11.22,27.32,
Tunisia,EMR,2015.833,neither,17.44,1.18,15.19,19.66,
Tunisia,EMR,2016.333,neither,26.46,14.53,5.04,56.23,
Tunisia,EMR,2018.250,neither,40.67,7.92,25.06,55.46,
Tunisia,EMR,2018.333,neither,41.67,1.64,38.33,44.70,
Tunisia,EMR,2018.417,neither,39.52,7.43,27.11,55.34,
Tunisia,EMR,2018.500,neither,39.40,7.85,25.42,56.30,
Tunisia,EMR,2018.583,neither,38.41,9.26,20.32,56.16,
Tunisia,EMR,2018.667,neither,40.13,11.61,17.56,61.77,
Tunisia,EMR,2018.750,neither,41.42,13.25,20.65,73.37,
Tunisia,EMR,2018.833,neither,42.81,15.20,15.91,70.37,
Tunisia,EMR,2018.917,neither,45.40,16.77,17.27,79.75,
Tunisia,EMR,2019.250,neither,49.49,19.80,13.47,82.41,
Tunisia,EMR,2019.583,neither,51.21,20.53,13.04,83.64,
Tunisia,EMR,2019.750,neither,49.94,20.87,11.32,82.77,
Tunisia,EMR,2019.833,neither,48.06,21.04,11.25,81.76,
Tunisia,EMR,2019.917,neither,47.67,21.76,11.21,81.60,
Tunisia,EMR,2020.000,neither,46.68,21.68,13.31,85.98,
United Arab Emirates,EMR,2015.833,neither,32.38,18.41,4.93,69.64,
United Arab Emirates,EMR,2016.333,neither,33.97,18.83,5.37,68.97,
United Arab Emirates,EMR,2018.250,neither,32.36,6.38,20.61,44.51,
United Arab Emirates,EMR,2018.333,neither,33.46,1.72,30.40,36.96,
United Arab Emirates,EMR,2018.417,neither,33.44,7.91,20.24,48.74,
United Arab Emirates,EMR,2018.500,neither,33.19,7.80,20.24,48.77,
United Arab Emirates,EMR,2018.583,neither,32.84,11.01,15.13,56.23,
United Arab Emirates,EMR,2018.667,neither,34.84,12.87,15.14,61.58,
United Arab Emirates,EMR,2018.750,neither,36.19,16.00,10.91,67.26,
United Arab Emirates,EMR,2018.833,neither,37.45,17.61,11.09,73.27,
United Arab Emirates,EMR,2018.917,neither,38.17,18.19,9.77,73.78,
United Arab Emirates,EMR,2019.250,neither,38.06,19.05,6.99,78.83,
United Arab Emirates,EMR,2019.583,neither,35.33,19.48,6.17,75.00,
United Arab Emirates,EMR,2019.750,neither,34.03,16.87,9.55,69.42,
United Arab Emirates,EMR,2019.833,neither,32.68,16.01,6.70,63.58,
United Arab Emirates,EMR,2019.917,neither,33.18,15.79,8.28,63.98,
United Arab Emirates,EMR,2020.000,neither,32.90,15.31,8.69,64.36,
Yemen,EMR,2015.833,neither,43.14,25.18,10.39,91.21,
Yemen,EMR,2016.333,neither,42.21,22.91,4.67,86.59,
Yemen,EMR,2018.250,neither,29.39,16.52,5.52,62.74,
Yemen,EMR,2018.333,neither,30.35,14.99,6.31,59.35,
Yemen,EMR,2018.417,neither,29.74,11.76,8.67,51.43,
Yemen,EMR,2018.500,neither,29.73,10.59,11.70,51.75,
Yemen,EMR,2018.583,neither,29.37,7.44,16.76,45.59,
Yemen,EMR,2018.667,neither,31.52,6.74,17.58,43.30,
Yemen,EMR,2018.750,neither,32.51,1.54,29.51,35.48,
Yemen,EMR,2018.833,neither,34.24,7.49,21.30,50.49,
Yemen,EMR,2018.917,neither,35.78,8.05,21.66,51.82,
Yemen,EMR,2019.250,neither,38.11,15.69,11.10,68.15,
Yemen,EMR,2019.583,neither,39.54,20.89,4.21,79.17,
Yemen,EMR,2019.750,neither,39.23,21.04,9.44,84.59,
Yemen,EMR,2019.833,neither,38.51,21.29,8.22,83.71,
Yemen,EMR,2019.917,neither,38.29,21.25,10.45,83.53,
Yemen,EMR,2020.000,neither,38.18,20.64,8.66,80.30,
Albania,EUR,2015.833,neither,67.67,15.74,41.09,95.90,
Albania,EUR,2016.333,neither,72.22,15.86,43.65,95.48,
Albania,EUR,2018.250,neither,48.04,11.23,27.01,70.76,
Albania,EUR,2018.333,neither,45.86,8.67,28.86,62.57,
Albania,EUR,2018.417,neither,49.04,7.23,35.22,63.57,
Albania,EUR,2018.500,neither,45.81,1.68,42.75,49.24,
Albania,EUR,2018.583,neither,47.38,6.01,35.25,58.47,
Albania,EUR,2018.667,neither,48.69,7.52,34.60,62.90,
Albania,EUR,2018.750,neither,51.46,9.24,34.72,70.48,
Albania,EUR,2018.833,neither,51.88,10.02,34.66,74.02,
Albania,EUR,2018.917,neither,53.67,11.66,29.75,74.83,
Albania,EUR,2019.250,neither,65.73,11.43,45.40,85.00,
Albania,EUR,2019.583,neither,72.87,7.60,58.35,86.62,
Albania,EUR,2019.750,neither,78.14,5.41,68.92,88.70,
Albania,EUR,2019.833,neither,77.45,4.72,69.11,86.32,
Albania,EUR,2019.917,neither,79.29,1.27,76.83,81.69,
Albania,EUR,2020.000,neither,78.22,5.31,68.95,88.72,
Armenia,EUR,2015.833,neither,44.25,1.44,41.43,47.15,
Armenia,EUR,2016.333,neither,48.83,13.08,22.85,72.28,
Armenia,EUR,2018.250,neither,60.44,12.90,36.11,82.17,
Armenia,EUR,2018.333,neither,61.19,12.16,37.56,81.41,
Armenia,EUR,2018.417,neither,66.04,9.79,46.48,82.21,
Armenia,EUR,2018.500,neither,65.93,7.62,50.10,78.97,
Armenia,EUR,2018.583,neither,66.49,6.11,55.45,79.47,
Armenia,EUR,2018.667,neither,67.00,1.61,63.72,70.24,
Armenia,EUR,2018.750,neither,65.71,5.01,55.99,74.77,
Armenia,EUR,2018.833,neither,62.67,7.30,49.73,77.38,
Armenia,EUR,2018.917,neither,61.08,9.23,41.98,75.51,
Armenia,EUR,2019.250,neither,56.23,13.56,30.38,81.88,
Armenia,EUR,2019.583,neither,50.33,9.33,30.91,68.79,
Armenia,EUR,2019.750,neither,51.02,7.51,35.42,65.56,
Armenia,EUR,2019.833,neither,46.90,1.28,44.31,49.26,
Armenia,EUR,2019.917,neither,47.43,6.82,34.93,61.68,
Armenia,EUR,2020.000,neither,46.20,8.28,31.34,63.00,
Austria,EUR,2015.833,neither,50.34,1.66,47.22,53.52,
Austria,EUR,2016.333,neither,47.20,16.86,14.42,74.34,
Austria,EUR,2018.250,neither,44.23,7.67,30.99,58.62,
Austria,EUR,2018.333,neither,44.45,6.09,33.01,56.07,
Austria,EUR,2018.417,neither,51.00,1.61,47.98,54.11,
Austria,EUR,2018.500,neither,49.64,5.37,39.86,60.54,
Austria,EUR,2018.583,neither,52.15,5.46,41.62,63.36,
Austria,EUR,2018.667,neither,52.55,5.73,39.74,62.75,
Austria,EUR,2018.750,neither,53.03,1.73,49.47,56.15,
Austria,EUR,2018.833,neither,52.20,6.74,38.12,64.25,
Austria,EUR,2018.917,neither,49.75,8.71,32.49,66.51,
Austria,EUR,2019.250,neither,42.93,12.45,18.32,63.26,
Austria,EUR,2019.583,neither,40.96,9.83,21.29,58.00,
Austria,EUR,2019.750,neither,45.56,8.76,29.09,61.79,
